时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃),Kp,Ti/10,Td*2
4.270000000000000000e+02,4.000817265741410438e+02,4.189145442793885081e+02,2.516419545058424845e+01,-8.172657414104378404e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.280000000000000000e+02,3.998948905938842131e+02,4.189208100440075668e+02,2.583350348012709574e+01,1.051094061157868964e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.290000000000000000e+02,3.997732987062106531e+02,4.186484125378033809e+02,2.751942625210256210e+01,2.267012937893468916e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.300000000000000000e+02,3.998885214146472435e+02,4.190375778526351382e+02,2.846762233803062259e+01,1.114785853527564541e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.310000000000000000e+02,3.999773748446530135e+02,4.188606958509197966e+02,2.742276645464753315e+01,2.262515534698650299e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.320000000000000000e+02,3.997807888620473022e+02,4.188919674641291522e+02,2.673039038538543366e+01,2.192111379526977544e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.330000000000000000e+02,4.003448502912254412e+02,4.193185233911200385e+02,2.840706945028250985e+01,-3.448502912254411967e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.340000000000000000e+02,4.002012323796649866e+02,4.189864000858943314e+02,2.377108076407985493e+01,-2.012323796649866381e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.350000000000000000e+02,4.001438731268862625e+02,4.192680840979206778e+02,2.533593004179458674e+01,-1.438731268862625257e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.360000000000000000e+02,4.000258578219689980e+02,4.189813704313664857e+02,2.595022419455753848e+01,-2.585782196899799601e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.370000000000000000e+02,3.999476366819284863e+02,4.184423936618463813e+02,2.695091456924831519e+01,5.236331807151373141e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.380000000000000000e+02,3.994669950816871165e+02,4.195386997893317016e+02,2.751231757001501066e+01,5.330049183128835466e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.390000000000000000e+02,3.996057197080706374e+02,4.194312669852936324e+02,3.126774074930138880e+01,3.942802919293626474e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.400000000000000000e+02,3.998654330730358311e+02,4.194259528583834822e+02,2.967658942867258531e+01,1.345669269641689425e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.410000000000000000e+02,3.993463696150002420e+02,4.188800757620886657e+02,2.739151656621164932e+01,6.536303849997580073e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.420000000000000000e+02,3.994325269738522479e+02,4.188015285340304104e+02,3.166527313317213554e+01,5.674730261477520799e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.430000000000000000e+02,3.993740800423403812e+02,4.192399235989018393e+02,3.061539204196874309e+01,6.259199576596188308e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.440000000000000000e+02,4.000249949990435994e+02,4.193922835585488542e+02,3.093581621041892049e+01,-2.499499904359936409e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.450000000000000000e+02,3.997402511639642739e+02,4.196648760980173165e+02,2.556735740074286056e+01,2.597488360357260717e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.460000000000000000e+02,4.001974807529632017e+02,4.193036414458952095e+02,2.833419936846037501e+01,-1.974807529632016667e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.470000000000000000e+02,3.999314461599704487e+02,4.194176447851102694e+02,2.474961468209877680e+01,6.855384002955133838e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.480000000000000000e+02,3.998312612243855142e+02,4.193170220007444868e+02,2.734733291355485818e+01,1.687387756144858031e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.490000000000000000e+02,3.998143403415872967e+02,4.194880332476716376e+02,2.824475762671754353e+01,1.856596584127032656e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.500000000000000000e+02,3.998407080730182770e+02,4.189856970930026705e+02,2.836480007933305814e+01,1.592919269817230088e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.510000000000000000e+02,4.004670156408549815e+02,4.192733754711036340e+02,2.813452770512556000e+01,-4.670156408549814842e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.520000000000000000e+02,3.994811743329527189e+02,4.188808450337909903e+02,2.311020173737656691e+01,5.188256670472810583e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.530000000000000000e+02,3.997725551958598089e+02,4.193908305520544673e+02,3.158235672516961756e+01,2.274448041401910814e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.540000000000000000e+02,3.998393984281902362e+02,4.187610164528718997e+02,2.877749616395349364e+01,1.606015718097637546e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.550000000000000000e+02,3.990730818122187316e+02,4.191444635278209603e+02,2.818108344026819267e+01,9.269181877812684434e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.560000000000000000e+02,3.998085126505170592e+02,4.185484825549181096e+02,3.437381384054839373e+01,1.914873494829407718e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.570000000000000000e+02,3.996451334003215834e+02,4.180737130740017164e+02,2.784440491383861271e+01,3.548665996784166055e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.580000000000000000e+02,3.994391979558183721e+02,4.183666247018043123e+02,2.938070420015381146e+01,5.608020441816279344e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.590000000000000000e+02,3.995719222603871117e+02,4.188369152298873814e+02,3.106643439369307558e+01,4.280777396128883083e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.600000000000000000e+02,4.001029752134315345e+02,4.181960834234538993e+02,2.986277986843466437e+01,-1.029752134315344847e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.610000000000000000e+02,3.998318622593897658e+02,4.179917521988557496e+02,2.562721592268097126e+01,1.681377406102342320e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.620000000000000000e+02,3.996883454280152819e+02,4.179689954872695239e+02,2.829437516041636513e+01,3.116545719847181317e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.630000000000000000e+02,3.998780930241809983e+02,4.176969225075291092e+02,2.956047480915036729e+01,1.219069758190016728e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.640000000000000000e+02,3.996802662181655705e+02,4.177343935527062513e+02,2.799931386668893651e+01,3.197337818344294647e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.650000000000000000e+02,3.998672993915416214e+02,4.171367711939113860e+02,2.973836322301023571e+01,1.327006084583786105e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.660000000000000000e+02,4.000159321849377534e+02,4.172251344056398352e+02,2.817721469732893169e+01,-1.593218493775339084e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.670000000000000000e+02,3.996588948379742874e+02,4.168828911946456515e+02,2.711023043513310427e+01,3.411051620257126160e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.680000000000000000e+02,4.003421287307669445e+02,4.165894007743960969e+02,3.020341172272306807e+01,-3.421287307669444999e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.690000000000000000e+02,3.997896578591300454e+02,4.160572148053811929e+02,2.456131264793978985e+01,2.103421408699546191e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.700000000000000000e+02,4.002346907198244708e+02,4.162528543590428853e+02,2.948823284235710673e+01,-2.346907198244707615e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.710000000000000000e+02,4.000588314516500645e+02,4.162615535079740994e+02,2.577036225708711470e+01,-5.883145165006453681e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.720000000000000000e+02,3.992042305497472512e+02,4.157836929423801848e+02,2.746797109507500778e+01,7.957694502527488112e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.730000000000000000e+02,4.002191052276742198e+02,4.154756198237280387e+02,3.438908454290110939e+01,-2.191052276742198046e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.740000000000000000e+02,3.995739441974861847e+02,4.161360482681579356e+02,2.554025305161660597e+01,4.260558025138152516e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.750000000000000000e+02,4.001630150442753688e+02,4.156195429752687005e+02,3.113098750512308754e+01,-1.630150442753688367e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.760000000000000000e+02,4.001357368208217054e+02,4.156982934660865112e+02,2.612475599815426364e+01,-1.357368208217053507e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.770000000000000000e+02,4.001362942719448483e+02,4.154602499059365641e+02,2.666446142922244888e+01,-1.362942719448483331e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.780000000000000000e+02,4.003749223024192929e+02,4.157326598064416316e+02,2.685448771427969561e+01,-3.749223024192929188e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.790000000000000000e+02,3.997803288991058821e+02,4.153425019125762105e+02,2.506440057069766780e+01,2.196711008941178989e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.800000000000000000e+02,3.994646133667156391e+02,4.149872735182597125e+02,3.013351421706885702e+01,5.353866332843608689e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.810000000000000000e+02,4.001192357196427452e+02,4.152606539037363405e+02,3.236530250135503906e+01,-1.192357196427451527e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.820000000000000000e+02,3.999171809521208729e+02,4.144224586140022666e+02,2.662768825075806589e+01,8.281904787912708343e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.830000000000000000e+02,3.995690409577005653e+02,4.143274964896005486e+02,2.849055989404525135e+01,4.309590422994347136e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.840000000000000000e+02,3.992894431249141576e+02,4.148244185290593578e+02,3.128628652678722943e+01,7.105568750858424210e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.850000000000000000e+02,3.999470708101997047e+02,4.143400757741608231e+02,3.324810070812995377e+01,5.292918980029526210e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.860000000000000000e+02,3.998500159833636189e+02,4.143746682126854353e+02,2.753978867687115795e+01,1.499840166363810567e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.870000000000000000e+02,3.995191928268299648e+02,4.139557224730509120e+02,2.860493900163716674e+01,4.808071731700351847e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.880000000000000000e+02,3.992263539581791747e+02,4.140854581323097250e+02,3.138871954543827414e+01,7.736460418208253031e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.890000000000000000e+02,3.996289736530736150e+02,4.143538596507492571e+02,3.356354041066691707e+01,3.710263469263850311e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.900000000000000000e+02,3.995514622995597165e+02,4.141350892860808131e+02,2.997363510913924856e+01,4.485377004402835155e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.910000000000000000e+02,4.000287854153717149e+02,4.141469687949409035e+02,3.071941119046999091e+01,-2.878541537171486198e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.920000000000000000e+02,3.995675310071060267e+02,4.137938510216735040e+02,2.691438835677103114e+01,4.324689928939733363e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.930000000000000000e+02,3.995057623199820114e+02,4.140033755628929271e+02,3.106720605620932574e+01,4.942376800179886231e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.940000000000000000e+02,3.999716535717022339e+02,4.137145709477009063e+02,3.148988225741326019e+01,2.834642829776612416e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.950000000000000000e+02,4.002561544246340191e+02,4.137146230276180177e+02,2.765507756000280537e+01,-2.561544246340190512e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.960000000000000000e+02,4.003142264424340624e+02,4.131696673975305316e+02,2.571214261950115798e+01,-3.142264424340623918e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.970000000000000000e+02,3.995538740111290963e+02,4.136400158252446317e+02,2.572407831109391552e+01,4.461259888709037114e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.980000000000000000e+02,3.996037795238626700e+02,4.139863751894478128e+02,3.221711658971001668e+01,3.962204761373300244e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.990000000000000000e+02,3.999320403427155952e+02,4.133097103413603008e+02,3.143417013174353869e+01,6.795965728440478415e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.000000000000000000e+02,3.994498743485402770e+02,4.137281560802658191e+02,2.858543651578611389e+01,5.501256514597230307e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.010000000000000000e+02,3.997476605568853074e+02,4.134969280458730623e+02,3.261060557595915554e+01,2.523394431146925854e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.020000000000000000e+02,3.999263090074587126e+02,4.131311130767192026e+02,2.991872149014836424e+01,7.369099254128741450e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.030000000000000000e+02,3.999322356032326979e+02,4.130253513999268193e+02,2.854414399923885171e+01,6.776439676730205974e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.040000000000000000e+02,3.995795862722691254e+02,4.127875347740189795e+02,2.869940180453302148e+01,4.204137277308745979e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.050000000000000000e+02,3.998631935270094004e+02,4.127979847609606736e+02,3.168822999321701062e+01,1.368064729905995591e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.060000000000000000e+02,4.003495776933108345e+02,4.125566143532946057e+02,2.922186915408761720e+01,-3.495776933108345474e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.070000000000000000e+02,3.996368325632902270e+02,4.127040037095337084e+02,2.543080960579039740e+01,3.631674367097730283e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.080000000000000000e+02,3.997312289911855601e+02,4.125893479756832107e+02,3.166289755748670842e+01,2.687710088144399379e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.090000000000000000e+02,3.997461822656620143e+02,4.130240660234389338e+02,3.064522978780923523e+01,2.538177343379857120e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.100000000000000000e+02,4.001670822432868704e+02,4.120023637591270358e+02,3.043807177430068123e+01,-1.670822432868703800e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.110000000000000000e+02,4.005761020164799788e+02,4.126527296578315145e+02,2.701320214252029928e+01,-5.761020164799788290e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.120000000000000000e+02,4.001610719342994571e+02,4.124589448943943921e+02,2.405383135972102693e+01,-1.610719342994570979e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.130000000000000000e+02,3.998956660156616749e+02,4.122665502907665314e+02,2.795864918269691302e+01,1.043339843383250809e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.140000000000000000e+02,4.002009139637233943e+02,4.126229938240675210e+02,3.012198224850650874e+01,-2.009139637233943176e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.150000000000000000e+02,3.998760848046885599e+02,4.122040638887569344e+02,2.745740735127700916e+01,1.239151953114401294e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.160000000000000000e+02,3.993511738920331027e+02,4.122628048809082770e+02,3.018371482413880358e+01,6.488261079668973252e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.170000000000000000e+02,3.991276049468090719e+02,4.122293753668350860e+02,3.420998252344937640e+01,8.723950531909281381e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.180000000000000000e+02,3.990025045407925290e+02,4.116309846981474720e+02,3.544178303861577461e+01,9.974954592074709581e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.190000000000000000e+02,3.997374158662591412e+02,4.119430909830585961e+02,3.589449924903559008e+01,2.625841337408587606e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.200000000000000000e+02,4.001924370897878589e+02,4.121662001648970204e+02,2.952499613382566324e+01,-1.924370897878588949e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.210000000000000000e+02,3.997729863351665927e+02,4.117540706313481564e+02,2.619505583922573422e+01,2.270136648334073470e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.220000000000000000e+02,3.996541880458366336e+02,4.116947474724510698e+02,3.019181343748200419e+01,3.458119541633664085e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.230000000000000000e+02,3.998134553313324204e+02,4.115654819666019648e+02,3.122735710266754694e+01,1.865446686675795718e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.240000000000000000e+02,3.999495362658713589e+02,4.118712355117945094e+02,2.991241133571844202e+01,5.046373412864113561e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.250000000000000000e+02,4.003884847404444827e+02,4.115166877623410642e+02,2.894052915630293299e+01,-3.884847404444826680e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.260000000000000000e+02,3.996752718296530134e+02,4.114779422532213857e+02,2.561415660981966269e+01,3.247281703469866443e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.270000000000000000e+02,4.001264678585705497e+02,4.113748178221689500e+02,3.186507509416554029e+01,-1.264678585705496516e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.280000000000000000e+02,4.003252124261460949e+02,4.111280771717365496e+02,2.798380365244497270e+01,-3.252124261460949128e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.290000000000000000e+02,4.000413217922368858e+02,4.108799894438153046e+02,2.659638477778641885e+01,-4.132179223688581260e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.300000000000000000e+02,4.003206981666442061e+02,4.112727284152143170e+02,2.918906913002530601e+01,-3.206981666442061396e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.310000000000000000e+02,3.998339769690523440e+02,4.111554742035403365e+02,2.690678327463088593e+01,1.660230309476560251e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.320000000000000000e+02,3.999341536958093002e+02,4.114143686245969889e+02,3.103041202068853011e+01,6.584630419069981144e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.330000000000000000e+02,3.997713888824389414e+02,4.112037461552321815e+02,2.995192972647713958e+01,2.286111175610585633e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.340000000000000000e+02,3.998373261941983969e+02,4.117135878697281441e+02,3.116160284908454514e+01,1.626738058016030664e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.350000000000000000e+02,4.000794849281742245e+02,4.112816264960366652e+02,3.042878685523536930e+01,-7.948492817422447843e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.360000000000000000e+02,3.997973976111844649e+02,4.110262296155376021e+02,2.840243483617650000e+01,2.026023888155350505e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.370000000000000000e+02,3.998428746915437841e+02,4.108005915288464394e+02,3.082632713721802631e+01,1.571253084562158620e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.380000000000000000e+02,3.994851001017624412e+02,4.106235896297758359e+02,3.033092461500854142e+01,5.148998982375587730e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.390000000000000000e+02,3.993715183283677561e+02,4.109691639199328392e+02,3.316665014275510970e+01,6.284816716322438879e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.400000000000000000e+02,3.995714343216542943e+02,4.111137055471489248e+02,3.376105801776250104e+01,4.285656783457056918e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.410000000000000000e+02,3.996590436852357584e+02,4.109764290161876374e+02,3.185623190914661862e+01,3.409563147642415970e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.420000000000000000e+02,4.001269432698440482e+02,4.110101900817115848e+02,3.113643875029336172e+01,-1.269432698440482454e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.430000000000000000e+02,3.997744221455903926e+02,4.108617677138338991e+02,2.745073550088865844e+01,2.255778544096074256e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.440000000000000000e+02,4.000781929729897684e+02,4.111431738947499070e+02,3.074629356473133512e+01,-7.819297298976835009e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.450000000000000000e+02,3.994135930351661159e+02,4.113518521496774838e+02,2.832476751362914769e+01,5.864069648338841034e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.460000000000000000e+02,3.994707330077492884e+02,4.117707876027234875e+02,3.395190360735735169e+01,5.292669922507116098e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.470000000000000000e+02,3.997114425368819752e+02,4.109734123271052226e+02,3.313344769234021925e+01,2.885574631180247707e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.480000000000000000e+02,3.997882597158573503e+02,4.108337033574997008e+02,3.101740079028911623e+01,2.117402841426496707e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.490000000000000000e+02,3.995544409038225240e+02,4.105411312272257192e+02,3.049592319542135499e+01,4.455590961774760217e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.500000000000000000e+02,3.998813164634819373e+02,4.103005058614364771e+02,3.252180686125568343e+01,1.186835365180627377e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.510000000000000000e+02,3.997096477190343649e+02,4.107520715541851359e+02,2.980709226339010343e+01,2.903522809656351455e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.520000000000000000e+02,3.995470079111349264e+02,4.107364884655250421e+02,3.141988116228434791e+01,4.529920888650735833e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.530000000000000000e+02,3.995901296081344753e+02,4.104539276044120584e+02,3.275394289917167612e+01,4.098703918655246525e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.540000000000000000e+02,3.994366615418348943e+02,4.105751088553035970e+02,3.230234391325972609e+01,5.633384581651057488e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.550000000000000000e+02,3.998048105427234873e+02,4.103732673404877573e+02,3.351973024649419841e+01,1.951894572765127123e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.560000000000000000e+02,4.001012370624522418e+02,4.102934073841279314e+02,3.043454169818638633e+01,-1.012370624522418439e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.570000000000000000e+02,3.993267403800579700e+02,4.108374948236640307e+02,2.829178708717201118e+01,6.732596199420299854e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.580000000000000000e+02,3.994361032567090888e+02,4.101780162354683625e+02,3.494992155665165257e+01,5.638967432909112176e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.590000000000000000e+02,4.001579457824927317e+02,4.105758488939599715e+02,3.372173152861832790e+01,-1.579457824927317233e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.600000000000000000e+02,3.997658643930570292e+02,4.098304110065104169e+02,2.778712406075232622e+01,2.341356069429707532e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.610000000000000000e+02,4.001614700227606818e+02,4.103992576483086054e+02,3.147728763125500961e+01,-1.614700227606817862e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.620000000000000000e+02,3.999715907891996949e+02,4.103166731436028840e+02,2.833580987239455595e+01,2.840921080030511803e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.630000000000000000e+02,4.000126335024694413e+02,4.100908380856393478e+02,3.023141423267679428e+01,-1.263350246944128230e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.640000000000000000e+02,4.002968898709730183e+02,4.098734037691374965e+02,2.999414627115178789e+01,-2.968898709730183327e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.650000000000000000e+02,4.002593028313893342e+02,4.098544467276328191e+02,2.780632710122004170e+01,-2.593028313893341874e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.660000000000000000e+02,4.000540589549372044e+02,4.094450381075867540e+02,2.841351167049914395e+01,-5.405895493720436207e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.670000000000000000e+02,3.998367973848467614e+02,4.093004881514547719e+02,3.023500580937256998e+01,1.632026151532386393e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.680000000000000000e+02,3.994206414491354167e+02,4.100497671598582770e+02,3.192160700127714179e+01,5.793585508645833215e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.690000000000000000e+02,3.996609121686333879e+02,4.102963410448350032e+02,3.504599977093147345e+01,3.390878313666121358e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
5.700000000000000000e+02,3.999288840020416842e+02,4.093954522492885530e+02,3.261716016014135988e+01,7.111599795831580195e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
