时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃),Kp,Ti/10,Td*2
4.639000000000000000e+03,4.005543317742610725e+02,4.050126286003012410e+02,3.396926513451886365e+01,-5.543317742610724963e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.640000000000000000e+03,4.003878774595422669e+02,4.047614385133294377e+02,3.289545783652724253e+01,-3.878774595422669336e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.641000000000000000e+03,4.000396416817508793e+02,4.044284117579788358e+02,3.447156670482803520e+01,-3.964168175087934287e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.642000000000000000e+03,4.003898276138014580e+02,4.042602780457475546e+02,3.727859026658541097e+01,-3.898276138014580283e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.643000000000000000e+03,4.007748631951834568e+02,4.044865875800749677e+02,3.415790461655411292e+01,-7.748631951834568099e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.644000000000000000e+03,3.996792834483861725e+02,4.050079854858985300e+02,3.113497133118518079e+01,3.207165516138275052e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.645000000000000000e+03,3.998967962855350038e+02,4.046972796570770470e+02,4.030885782501925974e+01,1.032037144649962102e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.646000000000000000e+03,3.991607184117235079e+02,4.043973646335433614e+02,3.786749597506738496e+01,8.392815882764921298e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.647000000000000000e+03,4.002028669163435666e+02,4.045584877633854148e+02,4.350288468423548949e+01,-2.028669163435665723e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.648000000000000000e+03,3.992643114236801694e+02,4.043117783544990971e+02,3.430729402009770723e+01,7.356885763198306449e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.649000000000000000e+03,4.002037694644331509e+02,4.041073745476387558e+02,4.219509609704631004e+01,-2.037694644331509153e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.650000000000000000e+03,3.998312486239628356e+02,4.044421290903395061e+02,3.408135812019804689e+01,1.687513760371643912e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.651000000000000000e+03,3.998540234803772364e+02,4.041355384644045898e+02,3.750214623592177077e+01,1.459765196227635897e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.652000000000000000e+03,3.996361291389210919e+02,4.042830383603146629e+02,3.729764358168667826e+01,3.638708610789080922e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.653000000000000000e+03,3.996711815202785374e+02,4.047197800634706368e+02,3.906287876508746137e+01,3.288184797214626087e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.654000000000000000e+03,3.992096083145998477e+02,4.048104546626656770e+02,3.861481813746713243e+01,7.903916854001522552e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.655000000000000000e+03,3.993836918286364721e+02,4.042308556809539368e+02,4.225881569753999401e+01,6.163081713635278902e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.656000000000000000e+03,3.991758548611616675e+02,4.038518167954698583e+02,4.044016905952251761e+01,8.241451388383325138e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.657000000000000000e+03,3.998095680543398203e+02,4.042816476490474997e+02,4.199899132035430682e+01,1.904319456601797356e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.658000000000000000e+03,3.998323010250488778e+02,4.046046380047216644e+02,3.667274196455809943e+01,1.676989749511221817e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.659000000000000000e+03,3.997021451738959286e+02,4.046190254071936465e+02,3.689147683224527441e+01,2.978548261040714351e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.660000000000000000e+03,4.000618155409237602e+02,4.049743319559648853e+02,3.824738509291049127e+01,-6.181554092376018161e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.661000000000000000e+03,4.001214265926091684e+02,4.043979249480520366e+02,3.546759356154710474e+01,-1.214265926091684378e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.662000000000000000e+03,3.999119147121491551e+02,4.039842558315979772e+02,3.537864982377119816e+01,8.808528785084490664e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.663000000000000000e+03,3.995827161211832390e+02,4.043365348817881681e+02,3.738536512097925879e+01,4.172838788167609891e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.664000000000000000e+03,4.003916064212885999e+02,4.044270877608445858e+02,4.008103555201542179e+01,-3.916064212885999041e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.665000000000000000e+03,4.004944217255266494e+02,4.043613034505440851e+02,3.333355617535082160e+01,-4.944217255266494249e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.666000000000000000e+03,3.995471384349651771e+02,4.041620929762581795e+02,3.302711432669025271e+01,4.528615650348228883e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.667000000000000000e+03,4.003530757396372337e+02,4.041218774364765522e+02,4.108525732102076233e+01,-3.530757396372337098e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.668000000000000000e+03,4.001289414703331317e+02,4.041591466241151807e+02,3.409657818328538070e+01,-1.289414703331317469e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.669000000000000000e+03,4.004168081624918045e+02,4.047333152437744275e+02,3.623555557730421128e+01,-4.168081624918045236e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.670000000000000000e+03,3.999822114882122150e+02,4.041935062274329198e+02,3.395222892434576778e+01,1.778851178778495523e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.671000000000000000e+03,3.997821193042745449e+02,4.043781263158353454e+02,3.770662831619596744e+01,2.178806957254550980e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.672000000000000000e+03,3.999762405240594489e+02,4.044580487614776416e+02,3.911936584713044596e+01,2.375947594055105583e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.673000000000000000e+03,4.004091685735205601e+02,4.047592018869348749e+02,3.725361631095739767e+01,-4.091685735205601304e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.674000000000000000e+03,4.000619413409312415e+02,4.044822586280164955e+02,3.372636085717242338e+01,-6.194134093124148421e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.675000000000000000e+03,3.997082380455132693e+02,4.041620426550391016e+02,3.685058160957519391e+01,2.917619544867307013e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.676000000000000000e+03,4.002594260382554694e+02,4.043326640841428343e+02,3.962354080033142623e+01,-2.594260382554693933e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.677000000000000000e+03,3.998214100374433428e+02,4.047622268519705244e+02,3.483975751956307931e+01,1.785899625566571558e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.678000000000000000e+03,4.004335078663628451e+02,4.047554267726192165e+02,3.859088029479230642e+01,-4.335078663628451068e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.679000000000000000e+03,4.005961049206198368e+02,4.047303598774075226e+02,3.344823421230793059e+01,-5.961049206198367756e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.680000000000000000e+03,4.001256471018989487e+02,4.050011857088329066e+02,3.250214533277744522e+01,-1.256471018989486765e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.681000000000000000e+03,4.001896847344057733e+02,4.044734690141758051e+02,3.665874960374833336e+01,-1.896847344057732698e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.682000000000000000e+03,4.003287709420898182e+02,4.046647812042479018e+02,3.598745948607430023e+01,-3.287709420898181634e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.683000000000000000e+03,4.004864784015385339e+02,4.047834599386332002e+02,3.480631469561978975e+01,-4.864784015385339444e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.684000000000000000e+03,4.003970194740438728e+02,4.045207245496994233e+02,3.360052241499047909e+01,-3.970194740438728331e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.685000000000000000e+03,4.006508106771669304e+02,4.042778834389315534e+02,3.448137928264290508e+01,-6.508106771669304180e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.686000000000000000e+03,3.998503056990009554e+02,4.043730893366617920e+02,3.245607584994444039e+01,1.496943009990445717e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.687000000000000000e+03,3.997443822408427536e+02,4.046422566201428594e+02,3.910476800152177645e+01,2.556177591572463825e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.688000000000000000e+03,4.000136656901906349e+02,4.044835960531842716e+02,3.941118721285956639e+01,-1.366569019063490487e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.689000000000000000e+03,4.000995298909810458e+02,4.040873040525617625e+02,3.678012396737260303e+01,-9.952989098104580989e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.690000000000000000e+03,4.003169969791367748e+02,4.042490581255165125e+02,3.599813216401647509e+01,-3.169969791367748257e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.691000000000000000e+03,4.005309524041182954e+02,4.042965789586630763e+02,3.425441870368487685e+01,-5.309524041182953624e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.692000000000000000e+03,3.995977318717267508e+02,4.043460897916738759e+02,3.271238007226207856e+01,4.022681282732492036e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.693000000000000000e+03,4.001600254198643256e+02,4.044054552110803797e+02,4.051372430977517070e+01,-1.600254198643256132e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.694000000000000000e+03,3.998953182054966078e+02,4.048157593877166960e+02,3.539580179937437521e+01,1.046817945033922115e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.695000000000000000e+03,4.003500219979947019e+02,4.042039193956114786e+02,3.759448596315043289e+01,-3.500219979947019056e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.696000000000000000e+03,3.999786116563134328e+02,4.045568104989100675e+02,3.375616054885565376e+01,2.138834368656716833e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.697000000000000000e+03,3.998071241038114749e+02,4.039974220654360124e+02,3.700148352881882374e+01,1.928758961885250756e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.698000000000000000e+03,3.992371449239425374e+02,4.047396869547677625e+02,3.823875330867862488e+01,7.628550760574626111e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.699000000000000000e+03,3.995343459128363293e+02,4.043861116764136341e+02,4.258583521462866628e+01,4.656540871636707379e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.700000000000000000e+03,3.996203295799423358e+02,4.045041888693670558e+02,3.956200724718562611e+01,3.796704200576641597e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.701000000000000000e+03,3.996610030230378925e+02,4.043999001507410753e+02,3.870637332054967317e+01,3.389969769621075102e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.702000000000000000e+03,4.000048737306452722e+02,4.045194003896677373e+02,3.835566539286269006e+01,-4.873730645272189577e-03,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.703000000000000000e+03,4.002789990562984599e+02,4.054196190762081073e+02,3.562132960787111102e+01,-2.789990562984598910e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.704000000000000000e+03,4.000853030538915505e+02,4.042561536460916045e+02,3.373714542128055172e+01,-8.530305389155046214e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.705000000000000000e+03,4.001055249036626265e+02,4.046290657277791638e+02,3.574836086426999771e+01,-1.055249036626264569e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.706000000000000000e+03,4.004249049535124527e+02,4.048768040476570036e+02,3.572989058738975388e+01,-4.249049535124527210e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.707000000000000000e+03,4.002324416256894324e+02,4.045755559390632357e+02,3.327306734535161326e+01,-2.324416256894323851e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.708000000000000000e+03,3.997119855342593269e+02,4.041642003274890840e+02,3.516157335043786958e+01,2.880144657406731312e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.709000000000000000e+03,4.002507683752304501e+02,4.046178624475901415e+02,3.941110635039147780e+01,-2.507683752304501468e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.710000000000000000e+03,3.996294552046483659e+02,4.044905033475862410e+02,3.467600187967746450e+01,3.705447953516340931e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.711000000000000000e+03,4.000253339014821563e+02,4.039100619153705907e+02,3.985634995029781891e+01,-2.533390148215630688e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.712000000000000000e+03,3.995681352460720746e+02,4.045239982176205444e+02,3.627068338669752734e+01,4.318647539279254488e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.713000000000000000e+03,3.997910160199400593e+02,4.042999063836115283e+02,4.001480976411186674e+01,2.089839800599406772e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.714000000000000000e+03,4.000304672378745749e+02,4.050732241201130250e+02,3.788644905973592358e+01,-3.046723787457494836e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.715000000000000000e+03,3.997786626328999660e+02,4.044814010122382228e+02,3.592782128208784798e+01,2.213373671000340437e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.716000000000000000e+03,3.999877978297711820e+02,4.040287390142296431e+02,3.813986077940860753e+01,1.220217022881797675e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.717000000000000000e+03,4.003104033752992450e+02,4.043401134492374922e+02,3.637656021657588212e+01,-3.104033752992449990e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.718000000000000000e+03,3.997832470658221951e+02,4.046802587578063140e+02,3.390622589591304603e+01,2.167529341778049456e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.719000000000000000e+03,4.002782786495628216e+02,4.044488247060728554e+02,3.850532745816545344e+01,-2.782786495628215562e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.720000000000000000e+03,4.004473758359977182e+02,4.045284325092293329e+02,3.432044645895318524e+01,-4.473758359977182408e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.721000000000000000e+03,3.996888517703667389e+02,4.049686846261265600e+02,3.323772469220074299e+01,3.111482296332610531e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.722000000000000000e+03,4.001146358983669415e+02,4.043587439483993080e+02,3.966618924060404083e+01,-1.146358983669415466e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.723000000000000000e+03,3.997331517162909904e+02,4.041979772390155290e+02,3.581845011005096779e+01,2.668482837090095927e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.724000000000000000e+03,4.000055533708213602e+02,4.042268294517537015e+02,3.896032067399373489e+01,-5.553370821360203990e-03,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.725000000000000000e+03,4.003195538129220949e+02,4.044431809623616800e+02,3.649711587488445019e+01,-3.195538129220949486e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.726000000000000000e+03,3.997245573263429606e+02,4.045681093735296940e+02,3.401685710381082828e+01,2.754426736570394496e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.727000000000000000e+03,3.994186604987823443e+02,4.042524058629843466e+02,3.909873094513937275e+01,5.813395012176556520e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.728000000000000000e+03,3.999138640876986983e+02,4.051041569854352815e+02,4.126019820352468059e+01,8.613591230130168697e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.729000000000000000e+03,3.999468983713582588e+02,4.044075746876220023e+02,3.682245823119763628e+01,5.310162864174117203e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.730000000000000000e+03,4.001617839444306242e+02,4.042329900590733587e+02,3.667481693068209125e+01,-1.617839444306241603e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.731000000000000000e+03,4.001319799444775072e+02,4.039978194210324887e+02,3.505888688418637855e+01,-1.319799444775071606e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.732000000000000000e+03,3.997604594798775679e+02,4.044223706758026537e+02,3.555835834707080068e+01,2.395405201224320990e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.733000000000000000e+03,4.002187608524178017e+02,4.042808607166214188e+02,3.869902310250514432e+01,-2.187608524178017433e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.734000000000000000e+03,3.998016651327792488e+02,4.040107634597794117e+02,3.480219053413814123e+01,1.983348672207512209e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.735000000000000000e+03,4.002394563874819937e+02,4.038870378913461536e+02,3.840336657539030085e+01,-2.394563874819937155e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.736000000000000000e+03,4.001707170808470551e+02,4.043594503602327563e+02,3.469577561304014068e+01,-1.707170808470550583e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.737000000000000000e+03,3.999523417839230888e+02,4.046478709818100015e+02,3.549100271704866572e+01,4.765821607691123063e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.738000000000000000e+03,3.998678721624302739e+02,4.043360658983950771e+02,3.735102398929593903e+01,1.321278375697261254e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.739000000000000000e+03,4.003752025544432627e+02,4.041055751851085915e+02,3.791465059575893548e+01,-3.752025544432626702e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.740000000000000000e+03,4.001331783270427422e+02,4.047626977726165478e+02,3.368167391826702328e+01,-1.331783270427422394e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.741000000000000000e+03,3.995020257146768472e+02,4.048645323118066699e+02,3.595045351725232052e+01,4.979742853231527988e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.742000000000000000e+03,4.005377514015642078e+02,4.041705317315307298e+02,4.103915727716916706e+01,-5.377514015642077538e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.743000000000000000e+03,3.998866462737155416e+02,4.046925335637054104e+02,3.218033992574513746e+01,1.133537262844583893e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.744000000000000000e+03,3.999931573450131168e+02,4.043146319859287701e+02,3.793381296444520956e+01,6.842654986883189849e-03,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.745000000000000000e+03,4.004170575201252404e+02,4.045848862337192031e+02,3.687375212884251852e+01,-4.170575201252404440e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.746000000000000000e+03,3.997993533438316831e+02,4.045146572925803525e+02,3.341257332141555736e+01,2.006466561683168948e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.747000000000000000e+03,4.002205942625640205e+02,4.039824934988243399e+02,3.870121134341655278e+01,-2.205942625640204824e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.748000000000000000e+03,4.001928242251846086e+02,4.040926897153539699e+02,3.500334032934586048e+01,-1.928242251846086219e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.749000000000000000e+03,3.996029142239937642e+02,4.045686799097188100e+02,3.536875054593006951e+01,3.970857760062358466e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.750000000000000000e+03,3.998195424368306590e+02,4.045803259527685896e+02,4.018412100978393653e+01,1.804575631693410287e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.751000000000000000e+03,3.997755839629348884e+02,4.045249617542103238e+02,3.799126169329836245e+01,2.244160370651115954e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.752000000000000000e+03,3.999165471502701621e+02,4.042170585849654003e+02,3.822691326582310722e+01,8.345284972983790794e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.753000000000000000e+03,4.006703984352958514e+02,4.043301808148470400e+02,3.698093216408278039e+01,-6.703984352958514137e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.754000000000000000e+03,4.001361186916583961e+02,4.048118754138555460e+02,3.096103528929268123e+01,-1.361186916583960738e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.755000000000000000e+03,4.000662387917254250e+02,4.038334369344855759e+02,3.592223007552811254e+01,-6.623879172542501692e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.756000000000000000e+03,3.999958133521614627e+02,4.040878136795982414e+02,3.647656114358642299e+01,4.186647838537282951e-03,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.757000000000000000e+03,4.001304818654069209e+02,4.046197571761442759e+02,3.697410842600051240e+01,-1.304818654069208606e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.758000000000000000e+03,3.998223032711314886e+02,4.041082047042067416e+02,3.578047664419391793e+01,1.776967288685113999e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.759000000000000000e+03,4.000673997141773270e+02,4.049200037712944322e+02,3.829594435052018042e+01,-6.739971417732704140e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.760000000000000000e+03,4.001700322021588931e+02,4.046112794918870463e+02,3.608701313118586995e+01,-1.700322021588931420e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.761000000000000000e+03,3.995845427052344689e+02,4.049203183052794657e+02,3.530589842436251757e+01,4.154572947655310600e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.762000000000000000e+03,3.995531739572139145e+02,4.044007111761856663e+02,4.013228392028791802e+01,4.468260427860855089e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.763000000000000000e+03,3.999742328602640100e+02,4.049180037589551944e+02,3.997294975031104514e+01,2.576713973598998564e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.764000000000000000e+03,4.000094266635967983e+02,4.039322071180554872e+02,3.628730623007718492e+01,-9.426663596798334765e-03,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.765000000000000000e+03,3.998803276891213159e+02,4.044316271624312549e+02,3.616388347089328903e+01,1.196723108786841294e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.766000000000000000e+03,3.996820981077095780e+02,4.043167407937006033e+02,3.734518538061142578e+01,3.179018922904219835e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.767000000000000000e+03,4.003113143460822698e+02,4.045134840771339668e+02,3.893321696143877375e+01,-3.113143460822698216e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.768000000000000000e+03,3.997463359458461127e+02,4.038408514492513746e+02,3.370427185347352861e+01,2.536640541538872640e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.769000000000000000e+03,3.994479126480806030e+02,4.044628320814798599e+02,3.867105953079358471e+01,5.520873519193969514e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.770000000000000000e+03,4.001241861369863386e+02,4.049781324524967658e+02,4.088611652997830959e+01,-1.241861369863386244e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.771000000000000000e+03,4.002225129717812138e+02,4.042571405328094443e+02,3.507570276809644128e+01,-2.225129717812137642e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.772000000000000000e+03,4.002050146775371786e+02,4.044758057261811928e+02,3.461028373026765337e+01,-2.050146775371786134e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.773000000000000000e+03,3.999228368190864558e+02,4.044674840610163642e+02,3.505530035187459958e+01,7.716318091354423814e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.774000000000000000e+03,4.001858896900315585e+02,4.047639050118681894e+02,3.751556786772877672e+01,-1.858896900315585299e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.775000000000000000e+03,4.001788507418245899e+02,4.038139675997595646e+02,3.528823735163062025e+01,-1.788507418245899316e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.776000000000000000e+03,3.998449828389290133e+02,4.055640924463068586e+02,3.548873665379842635e+01,1.550171610709867309e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.777000000000000000e+03,3.993456321587027560e+02,4.048377595256901031e+02,3.826308432786799330e+01,6.543678412972440128e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.778000000000000000e+03,4.001509904143979384e+02,4.043752522106451011e+02,4.205978129031453250e+01,-1.509904143979383662e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.779000000000000000e+03,3.997481654224611134e+02,4.050195286703581132e+02,3.501494803029588354e+01,2.518345775388866059e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.780000000000000000e+03,3.998599763154950892e+02,4.048338755658738819e+02,3.855794988935057432e+01,1.400236845049107615e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.781000000000000000e+03,3.999090515755623301e+02,4.047360303000508566e+02,3.752876884666179791e+01,9.094842443766992801e-02,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
4.782000000000000000e+03,4.003026607145270077e+02,4.043504340325349062e+02,3.714660181633124125e+01,-3.026607145270077126e-01,4.671627834354671549e+00,3.250000000000000000e+00,4.615384615384614975e+00
