时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃)
3.710000000000000000e+02,4.002790300427349734e+02,4.132610598786991432e+02,2.275519922997460753e+01,-2.790300427349734491e-01
3.720000000000000000e+02,3.998972564458355237e+02,4.139871243791170059e+02,2.486588100211326235e+01,1.027435541644763362e-01
3.730000000000000000e+02,4.000811421562328860e+02,4.139781406427212005e+02,2.659362913063366562e+01,-8.114215623288600909e-02
3.740000000000000000e+02,3.999989131703448493e+02,4.144742508678696709e+02,2.564002353461192740e+01,1.086829655150722829e-03
3.750000000000000000e+02,4.003384329242481954e+02,4.145465614765620330e+02,2.598526696989061335e+01,-3.384329242481953770e-01
3.760000000000000000e+02,3.997922357626549115e+02,4.146829839033640042e+02,2.445248697764660406e+01,2.077642373450885316e-01
3.770000000000000000e+02,3.998884230899961949e+02,4.147027960086197140e+02,2.696039921689402163e+01,1.115769100038050965e-01
3.780000000000000000e+02,3.995006090807252122e+02,4.149693646318436322e+02,2.635173139991241342e+01,4.993909192747878478e-01
3.790000000000000000e+02,3.997015116990924071e+02,4.154189731086685811e+02,2.796571110837243879e+01,2.984883009075929294e-01
3.800000000000000000e+02,3.995398621217503319e+02,4.154675604826319955e+02,2.685459768382149548e+01,4.601378782496681197e-01
3.810000000000000000e+02,4.003186572327787758e+02,4.154944361946723461e+02,2.751390666336813240e+01,-3.186572327787757786e-01
3.820000000000000000e+02,3.997498187198006008e+02,4.158062461145661928e+02,2.402234692525626158e+01,2.501812801993992252e-01
3.830000000000000000e+02,3.997101843220032151e+02,4.157254326903659489e+02,2.683039715523126745e+01,2.898156779967848706e-01
3.840000000000000000e+02,3.995225655320807050e+02,4.165006462672568546e+02,2.694491380585494511e+01,4.774344679192950025e-01
3.850000000000000000e+02,4.001809174000738949e+02,4.164813361163358536e+02,2.771438417561290635e+01,-1.809174000738948962e-01
3.860000000000000000e+02,3.994897275509561041e+02,4.166712491897828272e+02,2.473293309757353597e+01,5.102724490438959037e-01
3.870000000000000000e+02,3.994784524273700299e+02,4.166391122007551076e+02,2.800680366966785328e+01,5.215475726299700909e-01
3.880000000000000000e+02,4.001688755931893979e+02,4.165848809845500682e+02,2.789775127372610086e+01,-1.688755931893979323e-01
3.890000000000000000e+02,3.997775149604580633e+02,4.167120119402376304e+02,2.479443549785964862e+01,2.224850395419366578e-01
3.900000000000000000e+02,3.993706951974281765e+02,4.171211087046442572e+02,2.679104767563073963e+01,6.293048025718235294e-01
3.910000000000000000e+02,3.997290395231734692e+02,4.176759976091100270e+02,2.857221502054682460e+01,2.709604768265307939e-01
3.920000000000000000e+02,3.996018221656281071e+02,4.173432798866753046e+02,2.682956661914530727e+01,3.981778343718929136e-01
3.930000000000000000e+02,3.995732972104781879e+02,4.176289458916069748e+02,2.745874053201883669e+01,4.267027895218120648e-01
3.940000000000000000e+02,4.005453770702501970e+02,4.175714939346499932e+02,2.758636599618337826e+01,-5.453770702501969936e-01
3.950000000000000000e+02,3.992208080875907967e+02,4.174921618952688505e+02,2.335470508569054715e+01,7.791919124092032689e-01
3.960000000000000000e+02,4.001907163246240771e+02,4.179304008157126873e+02,2.962094068725482288e+01,-1.907163246240770604e-01
3.970000000000000000e+02,3.994656305848594116e+02,4.182815561617117623e+02,2.507462457001382461e+01,5.343694151405884440e-01
3.980000000000000000e+02,4.001119316139360080e+02,4.175392689346188604e+02,2.851514245751560495e+01,-1.119316139360080342e-01
3.990000000000000000e+02,3.999653156456404872e+02,4.183488472404930576e+02,2.553554850259780906e+01,3.468435435951278123e-02
4.000000000000000000e+02,4.004242411921856615e+02,4.180755176791477652e+02,2.639639898086623049e+01,-4.242411921856614754e-01
4.010000000000000000e+02,3.997656486565005025e+02,4.179620962902580459e+02,2.447508919492735302e+01,2.343513434994974887e-01
4.020000000000000000e+02,4.000378456726435275e+02,4.179778452734469170e+02,2.762440998387594249e+01,-3.784567264352745042e-02
4.030000000000000000e+02,3.994466218665772885e+02,4.179772247397522733e+02,2.629639722481665842e+01,5.533781334227114712e-01
4.040000000000000000e+02,3.998547267685993347e+02,4.182987920470331460e+02,2.891668003066792281e+01,1.452732314006652814e-01
4.050000000000000000e+02,3.993785788926086298e+02,4.184391409081521829e+02,2.688124956995716630e+01,6.214211073913702421e-01
4.060000000000000000e+02,3.994327282037727969e+02,4.184198436572311834e+02,2.899915498663778735e+01,5.672717962272031400e-01
4.070000000000000000e+02,3.995824152911927740e+02,4.178856275301600363e+02,2.857009870241466487e+01,4.175847088072259794e-01
4.080000000000000000e+02,3.996515888475123575e+02,4.186960072249594305e+02,2.783651867356273968e+01,3.484111524876425392e-01
4.090000000000000000e+02,3.999982739471814739e+02,4.182800845204818074e+02,2.757586245500008104e+01,1.726052818526113697e-03
4.100000000000000000e+02,3.996858675284274227e+02,4.183430272236661267e+02,2.614511687379949834e+01,3.141324715725772876e-01
4.110000000000000000e+02,4.003432879420327595e+02,4.179694797009483977e+02,2.774615137454637548e+01,-3.432879420327594744e-01
4.120000000000000000e+02,3.996314447714573248e+02,4.186392231450630561e+02,2.489699728171950710e+01,3.685552285426751951e-01
4.130000000000000000e+02,3.999444424343955120e+02,4.185405379521819214e+02,2.834284902046768906e+01,5.555756560448799064e-02
4.140000000000000000e+02,4.002258187951807713e+02,4.189247645617417106e+02,2.686006245369297929e+01,-2.258187951807713034e-01
4.150000000000000000e+02,4.000052086726038851e+02,4.185504085874500788e+02,2.571770076295861784e+01,-5.208672603885133867e-03
4.160000000000000000e+02,3.999528593283752684e+02,4.183744841466235016e+02,2.687641978862643199e+01,4.714067162473156714e-02
4.170000000000000000e+02,3.999967108381468393e+02,4.187435914766351743e+02,2.712621253357763251e+01,3.289161853160749160e-03
4.180000000000000000e+02,3.998874298835908121e+02,4.189113734632196042e+02,2.692470833281672427e+01,1.125701164091879036e-01
4.190000000000000000e+02,3.995951425940803006e+02,4.187870554587026390e+02,2.741716063087938693e+01,4.048574059196994313e-01
4.200000000000000000e+02,4.004932593763612658e+02,4.187663032925592006e+02,2.865033552014290308e+01,-4.932593763612658222e-01
4.210000000000000000e+02,3.990909749284423924e+02,4.190231604275028872e+02,2.457033809664812196e+01,9.090250715576075891e-01
4.220000000000000000e+02,3.998547382051665409e+02,4.193351982214603595e+02,3.101930046513718509e+01,1.452617948334591347e-01
4.230000000000000000e+02,3.999233881373548343e+02,4.188092709727523015e+02,2.722749192567836118e+01,7.661186264516572919e-02
4.240000000000000000e+02,3.998769842791851943e+02,4.186946667941712121e+02,2.701313558908129764e+01,1.230157208148057180e-01
4.250000000000000000e+02,3.998451560218494478e+02,4.182961567691293112e+02,2.731449062849745957e+01,1.548439781505521751e-01
4.260000000000000000e+02,3.999751000155259817e+02,4.191178316874471648e+02,2.750374419587205921e+01,2.489998447401831072e-02
4.270000000000000000e+02,3.997977853409439604e+02,4.185999632414009284e+02,2.696279432045188074e+01,2.022146590560396362e-01
4.280000000000000000e+02,3.996995780514606054e+02,4.190752380957553669e+02,2.782326493799364187e+01,3.004219485393946343e-01
4.290000000000000000e+02,3.992008466201183410e+02,4.191026403805489053e+02,2.822850768309054814e+01,7.991533798816590206e-01
4.300000000000000000e+02,4.001413916901747712e+02,4.189337902361847341e+02,3.034883933052892857e+01,-1.413916901747711563e-01
4.310000000000000000e+02,3.998472199266190046e+02,4.191841501967322756e+02,2.598406234109087976e+01,1.527800733809954181e-01
4.320000000000000000e+02,3.996762589250673727e+02,4.192308014549256541e+02,2.757006029089048482e+01,3.237410749326272708e-01
4.330000000000000000e+02,3.996436342563657149e+02,4.193866315277354033e+02,2.838003998729581667e+01,3.563657436342850815e-01
4.340000000000000000e+02,4.001857434726196630e+02,4.190008359475448856e+02,2.849222885795495230e+01,-1.857434726196629526e-01
4.350000000000000000e+02,3.999509132877518596e+02,4.190227509846505427e+02,2.610657051024002229e+01,4.908671224814042944e-02
4.360000000000000000e+02,3.995743412774219792e+02,4.196471324852060434e+02,2.739166355673814834e+01,4.256587225780208428e-01
4.370000000000000000e+02,3.996473652395123395e+02,4.186184107256541438e+02,2.909509490963888823e+01,3.526347604876605146e-01
4.380000000000000000e+02,3.996211038383214600e+02,4.192952203083083873e+02,2.864103266636347911e+01,3.788961616785400111e-01
4.390000000000000000e+02,3.997698662503699438e+02,4.191240898607163672e+02,2.871490373881288605e+01,2.301337496300561725e-01
4.400000000000000000e+02,4.000430451657766184e+02,4.188765830784061563e+02,2.804118689480454307e+01,-4.304516577661843257e-02
4.410000000000000000e+02,3.996191975213996557e+02,4.193911325360311935e+02,2.692119445171161018e+01,3.808024786003443296e-01
4.420000000000000000e+02,3.997225515818694817e+02,4.190390800875923105e+02,2.896061532274738326e+01,2.774484181305183483e-01
4.430000000000000000e+02,4.000192100655849572e+02,4.194472755418934753e+02,2.843833283018612335e+01,-1.921006558495719219e-02
4.440000000000000000e+02,4.000747623805189050e+02,4.191979599568546746e+02,2.716164815831612955e+01,-7.476238051890504721e-02
4.450000000000000000e+02,3.995246661660049767e+02,4.188279598215034412e+02,2.708630233243414054e+01,4.753338339950232694e-01
4.460000000000000000e+02,3.999210775634032871e+02,4.186075584998038153e+02,2.962733933944378606e+01,7.892243659671294154e-02
4.470000000000000000e+02,4.000117846447564034e+02,4.188404202895148956e+02,2.773104074008229958e+01,-1.178464475640339515e-02
4.480000000000000000e+02,4.004927627845402753e+02,4.187997400928049956e+02,2.743003270805866478e+01,-4.927627845402753337e-01
4.490000000000000000e+02,3.999664473450096125e+02,4.189328377273851629e+02,2.544628544865622288e+01,3.355265499038750932e-02
4.500000000000000000e+02,4.001349753407295111e+02,4.187267659116540699e+02,2.805097972482590407e+01,-1.349753407295111174e-01
4.510000000000000000e+02,3.995956261809703847e+02,4.190250649382042525e+02,2.725791370830247473e+01,4.043738190296153334e-01
4.520000000000000000e+02,3.998894910640490821e+02,4.192880999878435659e+02,2.965118050503535585e+01,1.105089359509179303e-01
4.530000000000000000e+02,3.995397856792457105e+02,4.194457507480055369e+02,2.813378504019576098e+01,4.602143207542894743e-01
4.540000000000000000e+02,4.003671597990886539e+02,4.190677764535094525e+02,2.965272124394249786e+01,-3.671597990886539264e-01
4.550000000000000000e+02,4.000989481395248504e+02,4.185748352453150574e+02,2.587826030487514473e+01,-9.894813952485037589e-02
4.560000000000000000e+02,3.997094771056571290e+02,4.185293365997497403e+02,2.734917390201123411e+01,2.905228943428710409e-01
4.570000000000000000e+02,3.994486434858146708e+02,4.188816156656824887e+02,2.911279041278407931e+01,5.513565141853291607e-01
4.580000000000000000e+02,3.994586686099529516e+02,4.181652962121738142e+02,3.010420354626962336e+01,5.413313900470484441e-01
4.590000000000000000e+02,3.998655321014228434e+02,4.182400501978738703e+02,2.984618286295927447e+01,1.344678985771565749e-01
4.600000000000000000e+02,3.996811958451217492e+02,4.182710099293364010e+02,2.795200374695447465e+01,3.188041548782507562e-01
4.610000000000000000e+02,3.999995145745093055e+02,4.179156416111492263e+02,2.889156652425181093e+01,4.854254906945243420e-04
4.620000000000000000e+02,3.991854395243155977e+02,4.171955676600896368e+02,2.751628442179795186e+01,8.145604756844022631e-01
4.630000000000000000e+02,3.996905821018235656e+02,4.172287310266984832e+02,3.124185337931980300e+01,3.094178981764343916e-01
4.640000000000000000e+02,3.997823172588567786e+02,4.173480899498500207e+02,2.877151734499841496e+01,2.176827411432213921e-01
4.650000000000000000e+02,3.991966888152678621e+02,4.170299450044319087e+02,2.846364997779003758e+01,8.033111847321379173e-01
4.660000000000000000e+02,3.995968532342816388e+02,4.172831287782004210e+02,3.113952238606568557e+01,4.031467657183611664e-01
4.670000000000000000e+02,4.000467922615445104e+02,4.164830497684699822e+02,2.920894552976761105e+01,-4.679226154451043840e-02
4.680000000000000000e+02,4.002971643025684330e+02,4.161952584775085029e+02,2.734579227061047035e+01,-2.971643025684329587e-01
4.690000000000000000e+02,4.000571519143373393e+02,4.167577072924746062e+02,2.655768337301143234e+01,-5.715191433733934900e-02
4.700000000000000000e+02,4.000390257269871199e+02,4.165534634264863598e+02,2.793481683822903250e+01,-3.902572698711992416e-02
4.710000000000000000e+02,3.992769490796044352e+02,4.161725627751146703e+02,2.811652027372402785e+01,7.230509203955648445e-01
4.720000000000000000e+02,3.999314040388480294e+02,4.161497991397954479e+02,3.149972209976379744e+01,6.859596115197064137e-02
4.730000000000000000e+02,4.003497970147184901e+02,4.162310385715968550e+02,2.832063859597151634e+01,-3.497970147184901180e-01
4.740000000000000000e+02,4.004639842555178575e+02,4.162728528122410125e+02,2.661576391691438559e+01,-4.639842555178574912e-01
4.750000000000000000e+02,3.998932063687701657e+02,4.153276834768848289e+02,2.640564215036379991e+01,1.067936312298343182e-01
4.760000000000000000e+02,3.996680484756666942e+02,4.154777263210705769e+02,2.913469674370269757e+01,3.319515243333057697e-01
4.770000000000000000e+02,3.996956826623849679e+02,4.150450232301460574e+02,2.998937000477368287e+01,3.043173376150321019e-01
4.780000000000000000e+02,3.995780100844157801e+02,4.152669414497167395e+02,2.967657920560659335e+01,4.219899155842199434e-01
4.790000000000000000e+02,3.998546976675015117e+02,4.149216199170630830e+02,3.008330592008570292e+01,1.453023324984883402e-01
4.800000000000000000e+02,4.001733312203031687e+02,4.152186061454872856e+02,2.875972919850844178e+01,-1.733312203031687204e-01
4.810000000000000000e+02,3.996017066102671720e+02,4.149100649429856276e+02,2.744051923231044654e+01,3.982933897328280182e-01
4.820000000000000000e+02,3.999048002674131794e+02,4.145578539353955421e+02,3.014153030627984720e+01,9.519973258682057349e-02
4.830000000000000000e+02,3.996170516819681779e+02,4.146546202031886423e+02,2.868356610956765351e+01,3.829483180318220548e-01
4.840000000000000000e+02,4.001393977050750550e+02,4.143494109102693415e+02,3.000630194586384647e+01,-1.393977050750550006e-01
4.850000000000000000e+02,3.999285134917075197e+02,4.146092290735000461e+02,2.764259273912653470e+01,7.148650829248026639e-02
4.860000000000000000e+02,4.001631407183179476e+02,4.145660446734112270e+02,2.877003187451474631e+01,-1.631407183179476306e-01
4.870000000000000000e+02,3.999387875609894536e+02,4.143745046203380866e+02,2.778498697947437535e+01,6.121243901054640446e-02
4.880000000000000000e+02,4.001158249149336257e+02,4.143139792598708482e+02,2.890571860103240809e+01,-1.158249149336256778e-01
4.890000000000000000e+02,3.992266996789759901e+02,4.139398123538717869e+02,2.811841345063674780e+01,7.733003210240099179e-01
4.900000000000000000e+02,3.994305979159805702e+02,4.137298103781659506e+02,3.207203559806890780e+01,5.694020840194298216e-01
4.910000000000000000e+02,4.000926907347446786e+02,4.143718361275300595e+02,3.080436537334017189e+01,-9.269073474467859342e-02
4.920000000000000000e+02,3.997060921407326077e+02,4.141110037533424020e+02,2.778556452568838253e+01,2.939078592673922685e-01
4.930000000000000000e+02,4.001800478174849331e+02,4.133282341638872026e+02,2.972265709613189699e+01,-1.800478174849331481e-01
4.940000000000000000e+02,3.994727450449149160e+02,4.131263031600507816e+02,2.764227831927583168e+01,5.272549550850840205e-01
4.950000000000000000e+02,4.000985614227120664e+02,4.132780822831399519e+02,3.095744331788606019e+01,-9.856142271206635996e-02
4.960000000000000000e+02,3.998544999320345710e+02,4.138265023334013790e+02,2.804271831403082516e+01,1.455000679654290252e-01
4.970000000000000000e+02,3.996234358232592285e+02,4.135907568220607118e+02,2.930114905190695396e+01,3.765641767407714724e-01
4.980000000000000000e+02,3.994052513944973271e+02,4.136305295725036899e+02,3.032283845230683639e+01,5.947486055026729446e-01
4.990000000000000000e+02,3.998585956165643438e+02,4.134167591173790584e+02,3.117960496286260863e+01,1.414043834356562002e-01
5.000000000000000000e+02,4.002386246250840145e+02,4.134824162314418459e+02,2.904903168541745373e+01,-2.386246250840144967e-01
5.010000000000000000e+02,3.994397441395033752e+02,4.130907201862385136e+02,2.752912195384551808e+01,5.602558604966247913e-01
5.020000000000000000e+02,3.999867292337787603e+02,4.130940964745528277e+02,3.129718397723975798e+01,1.327076622123968264e-02
5.030000000000000000e+02,3.999956501039149543e+02,4.134550037383680205e+02,2.871702671201948220e+01,4.349896085045656946e-03
5.040000000000000000e+02,3.997874027997038411e+02,4.124906940048502975e+02,2.882966855406860418e+01,2.125972002961589169e-01
5.050000000000000000e+02,3.994191476446171691e+02,4.133720526802822519e+02,2.984858323724080620e+01,5.808523553828308650e-01
5.060000000000000000e+02,3.999847771801338467e+02,4.129403024211991351e+02,3.143193226393613671e+01,1.522281986615325877e-02
5.070000000000000000e+02,3.999173216514290061e+02,4.123544676513653258e+02,2.878284347651171160e+01,8.267834857099387591e-02
5.080000000000000000e+02,3.994749928572735485e+02,4.120846859236689284e+02,2.924702748401372077e+01,5.250071427264515478e-01
5.090000000000000000e+02,3.997527425245574477e+02,4.129827525479826704e+02,3.126288495854781146e+01,2.472574754425522769e-01
5.100000000000000000e+02,4.002384701255359118e+02,4.128942240683094269e+02,2.990414651202543439e+01,-2.384701255359118477e-01
5.110000000000000000e+02,3.995503685019859290e+02,4.128842148272624399e+02,2.784020924900191218e+01,4.496314980140709849e-01
5.120000000000000000e+02,4.002446611353166190e+02,4.118349857479336151e+02,3.112264383693883474e+01,-2.446611353166190383e-01
5.130000000000000000e+02,3.999348546087278464e+02,4.122152742153315899e+02,2.795164300385676981e+01,6.514539127215357439e-02
5.140000000000000000e+02,3.999303054166510378e+02,4.123723150478486446e+02,2.955572033294436096e+01,6.969458334896216911e-02
5.150000000000000000e+02,4.002455185447931285e+02,4.128386848688259647e+02,2.959290413146944587e+01,-2.455185447931285125e-01
5.160000000000000000e+02,3.993456723208713584e+02,4.118380965894884298e+02,2.823148954824409174e+01,6.543276791286416483e-01
5.170000000000000000e+02,3.996613001650101751e+02,4.125392730349816475e+02,3.231849013349440014e+01,3.386998349898249216e-01
5.180000000000000000e+02,3.995171555449082916e+02,4.122262835447615430e+02,3.061330972480759272e+01,4.828444550917083689e-01
5.190000000000000000e+02,4.003444795612953726e+02,4.123692354602886212e+02,3.119274203774185850e+01,-3.444795612953726049e-01
5.200000000000000000e+02,3.990707582292932898e+02,4.122225888392249544e+02,2.749734165049680001e+01,9.292417707067102128e-01
5.210000000000000000e+02,3.996666917739490259e+02,4.121714076065881045e+02,3.340843064763843273e+01,3.333082260509740991e-01
5.220000000000000000e+02,4.000692523597269314e+02,4.113147428856047441e+02,3.043273988730302904e+01,-6.925235972693144504e-02
5.230000000000000000e+02,4.000577366739551053e+02,4.115680603854827950e+02,2.874185563630866724e+01,-5.773667395510528877e-02
5.240000000000000000e+02,3.995502600900214816e+02,4.121105427135681225e+02,2.904562640254729189e+01,4.497399099785184262e-01
5.250000000000000000e+02,3.996736726249739036e+02,4.116872145503147635e+02,3.142703358129912772e+01,3.263273750260964334e-01
5.260000000000000000e+02,3.993919795129984323e+02,4.118390448682657734e+02,3.076059014230687438e+01,6.080204870015677443e-01
5.270000000000000000e+02,3.995575508134224378e+02,4.114324282589293489e+02,3.197856233150725203e+01,4.424491865775621591e-01
5.280000000000000000e+02,4.002149827205618635e+02,4.116866440647501122e+02,3.112888654898757679e+01,-2.149827205618635162e-01
5.290000000000000000e+02,3.998803180260985641e+02,4.117256706977663612e+02,2.828013369527946352e+01,1.196819739014358674e-01
5.300000000000000000e+02,4.004232254709841641e+02,4.120917920181989871e+02,3.008762408103224928e+01,-4.232254709841640761e-01
5.310000000000000000e+02,3.999223758984652477e+02,4.108588951954253048e+02,2.779383180507542761e+01,7.762410153475229890e-02
5.320000000000000000e+02,4.001734586431895764e+02,4.113800236743840060e+02,3.029518409592392203e+01,-1.734586431895763781e-01
5.330000000000000000e+02,4.002866811897562798e+02,4.111429228747456932e+02,2.916294944726943328e+01,-2.866811897562797640e-01
5.340000000000000000e+02,3.998195916024135954e+02,4.104691067376266460e+02,2.876723937596494096e+01,1.804083975864045897e-01
5.350000000000000000e+02,3.993897731553381618e+02,4.112776688156646969e+02,3.091887030748030796e+01,6.102268446618381859e-01
5.360000000000000000e+02,4.001629373461780119e+02,4.109164779480279321e+02,3.263597262361047058e+01,-1.629373461780119214e-01
5.370000000000000000e+02,3.996226413603891956e+02,4.111063254758803396e+02,2.895672954955080414e+01,3.773586396108044028e-01
5.380000000000000000e+02,3.999424306428331306e+02,4.110012798902519648e+02,3.149585140516661141e+01,5.756935716686939486e-02
5.390000000000000000e+02,4.000378278044922240e+02,4.111911328696966734e+02,2.996291584947962150e+01,-3.782780449222400421e-02
5.400000000000000000e+02,3.999533915642968509e+02,4.107781525831141494e+02,2.962070318389393009e+01,4.660843570314909812e-02
5.410000000000000000e+02,3.998702814312485430e+02,4.108080124269186513e+02,3.008890241880730088e+01,1.297185687514570418e-01
5.420000000000000000e+02,3.999086986882289239e+02,4.108313387100728846e+02,3.047900395065303769e+01,9.130131177107614349e-02
5.430000000000000000e+02,3.999992479528582408e+02,4.108748878825084603e+02,3.029308456018653573e+01,7.520471417592489161e-04
5.440000000000000000e+02,3.999134698808443886e+02,4.108365123010187858e+02,2.990973002018758464e+01,8.653011915561137357e-02
5.450000000000000000e+02,4.000483811143828916e+02,4.109942590476310329e+02,3.033937954311206653e+01,-4.838111438289161015e-02
5.460000000000000000e+02,3.996970957923196011e+02,4.106333000322362068e+02,2.974893500895113974e+01,3.029042076803989403e-01
5.470000000000000000e+02,3.997387305303859648e+02,4.106737391540437443e+02,3.134772392129315222e+01,2.612694696140351880e-01
5.480000000000000000e+02,3.994799248228159172e+02,4.101928702514971405e+02,3.104219005139522025e+01,5.200751771840828042e-01
5.490000000000000000e+02,4.004662033658885321e+02,4.103066048088900857e+02,3.211747789181259805e+01,-4.662033658885320619e-01
5.500000000000000000e+02,3.992548561829972300e+02,4.110807127773573484e+02,2.766758017269618009e+01,7.451438170027699925e-01
5.510000000000000000e+02,3.997941360323629851e+02,4.099916542989654431e+02,3.334178808852381337e+01,2.058639676370148663e-01
5.520000000000000000e+02,3.992517484106394932e+02,4.101288603120995049e+02,3.066213156715550525e+01,7.482515893605068413e-01
5.530000000000000000e+02,3.994479849414430532e+02,4.104576612228093495e+02,3.308994951268418561e+01,5.520150585569467694e-01
5.540000000000000000e+02,4.001934034620351213e+02,4.109455771903100754e+02,3.202707376735094158e+01,-1.934034620351212652e-01
5.550000000000000000e+02,3.996587549959403418e+02,4.110407339691037691e+02,2.876013308928688872e+01,3.412450040596581857e-01
5.560000000000000000e+02,3.988850028610035565e+02,4.103173253390082778e+02,3.146259540633498375e+01,1.114997138996443482e+00
5.570000000000000000e+02,3.999494606048409651e+02,4.105021768191359115e+02,3.483037344167112792e+01,5.053939515903493884e-02
5.580000000000000000e+02,3.996465180491369438e+02,4.107093359944149142e+02,2.982884458237569447e+01,3.534819508630562268e-01
5.590000000000000000e+02,3.998726709052127717e+02,4.105687470260288023e+02,3.145937960991917492e+01,1.273290947872283141e-01
5.600000000000000000e+02,3.994930323424861172e+02,4.100655117099140057e+02,3.054682705411195798e+01,5.069676575138828412e-01
5.610000000000000000e+02,4.001372900352164379e+02,4.104402335160349935e+02,3.237815599854142334e+01,-1.372900352164379001e-01
5.620000000000000000e+02,3.996063054836001243e+02,4.097047445352046111e+02,2.951576788536891272e+01,3.936945163998757380e-01
5.630000000000000000e+02,3.996836547222072227e+02,4.102588577555338247e+02,3.212603850499579039e+01,3.163452777927773241e-01
5.640000000000000000e+02,3.993691851496751042e+02,4.104852098544362775e+02,3.173399097459115481e+01,6.308148503248958150e-01
5.650000000000000000e+02,4.000013171994172581e+02,4.102062258462131581e+02,3.312168425048055553e+01,-1.317199417258052563e-03
5.660000000000000000e+02,4.001887229854452812e+02,4.104457548655432788e+02,3.024038526550585715e+01,-1.887229854452812106e-01
5.670000000000000000e+02,3.992729561523743200e+02,4.103574332087420089e+02,2.966802585306562179e+01,7.270438476256799731e-01
5.680000000000000000e+02,3.996085909607903091e+02,4.095172940508570605e+02,3.392206723493990239e+01,3.914090392096909454e-01
5.690000000000000000e+02,4.000579368309503252e+02,4.098440547461526080e+02,3.219291168809777304e+01,-5.793683095032520214e-02
5.700000000000000000e+02,4.007339037605307226e+02,4.096594555889585649e+02,3.024192960297576960e+01,-7.339037605307225931e-01
5.710000000000000000e+02,3.993431210970105667e+02,4.102375479685392747e+02,2.753413563992404534e+01,6.568789029894332998e-01
5.720000000000000000e+02,3.994948828165571513e+02,4.100852803392837700e+02,3.408778661236956964e+01,5.051171834428487273e-01
5.730000000000000000e+02,3.998572248253580597e+02,4.092840772674098275e+02,3.306731612684812660e+01,1.427751746419403389e-01
5.740000000000000000e+02,3.993872824562812411e+02,4.100124320509893323e+02,3.133901316714903373e+01,6.127175437187588614e-01
5.750000000000000000e+02,3.993350265854697909e+02,4.100741081018960585e+02,3.348100498914638479e+01,6.649734145302090838e-01
5.760000000000000000e+02,4.001082825371515241e+02,4.093388584248038455e+02,3.355454104205747257e+01,-1.082825371515241386e-01
5.770000000000000000e+02,3.995566745796153896e+02,4.096612188669654984e+02,3.007775022253590080e+01,4.433254203846104247e-01
5.780000000000000000e+02,3.999432272498481211e+02,4.101238133782101727e+02,3.281070806921654537e+01,5.677275015187888130e-02
5.790000000000000000e+02,3.995647143610388525e+02,4.094029793912179684e+02,3.108488161498109292e+01,4.352856389611474697e-01
5.800000000000000000e+02,3.994003825402797361e+02,4.092523491677265497e+02,3.291271175904001467e+01,5.996174597202639234e-01
5.810000000000000000e+02,4.002855264754916789e+02,4.091325867370048286e+02,3.357408259027030084e+01,-2.855264754916788661e-01
5.820000000000000000e+02,3.996568991026618960e+02,4.101052237536822531e+02,2.961699907232488371e+01,3.431008973381040050e-01
5.830000000000000000e+02,4.001460656751488614e+02,4.090360779764731660e+02,3.274186127757565146e+01,-1.460656751488613736e-01
5.840000000000000000e+02,3.999455713259706613e+02,4.088326781113232187e+02,3.056287690364003851e+01,5.442867402933870835e-02
5.850000000000000000e+02,3.996205292442974724e+02,4.090860717468220855e+02,3.165531041346072172e+01,3.794707557025276401e-01
5.860000000000000000e+02,3.996235693983711599e+02,4.095796490133176917e+02,3.312230243182907685e+01,3.764306016288401224e-01
5.870000000000000000e+02,3.990034808130719171e+02,4.097246730751895711e+02,3.299013898470221307e+01,9.965191869280829451e-01
5.880000000000000000e+02,3.996619526871249946e+02,4.093527301621197694e+02,3.562908718236025152e+01,3.380473128750054457e-01
5.890000000000000000e+02,3.996646080113283119e+02,4.091818265030681800e+02,3.243189396296276072e+01,3.353919886716880683e-01
5.900000000000000000e+02,4.002585075754186050e+02,4.087884794550640777e+02,3.255349971350013050e+01,-2.585075754186050290e-01
5.910000000000000000e+02,3.999733205671077485e+02,4.089533336238986863e+02,3.007390827721462045e+01,2.667943289225149783e-02
5.920000000000000000e+02,3.999902077853728883e+02,4.090354755795304413e+02,3.169481159613164323e+01,9.792214627111661684e-03
5.930000000000000000e+02,3.996559523157853846e+02,4.088430596534922756e+02,3.173665795358951058e+01,3.440476842146154013e-01
5.940000000000000000e+02,3.996554521996399671e+02,4.090656684432369161e+02,3.328415567399477482e+01,3.445478003600328520e-01
5.950000000000000000e+02,4.002539104055849180e+02,4.088849466879804595e+02,3.318921557220442509e+01,-2.539104055849179531e-01
5.960000000000000000e+02,3.999198233668989815e+02,4.090491360297905885e+02,3.052729073202213428e+01,8.017663310101852403e-02
5.970000000000000000e+02,4.000458710428150084e+02,4.088556628523420500e+02,3.225028121617665988e+01,-4.587104281500842262e-02
5.980000000000000000e+02,3.995364025784937212e+02,4.095671504196702699e+02,3.171511340343313989e+01,4.635974215062788062e-01
5.990000000000000000e+02,3.997147835647364786e+02,4.091125370878442595e+02,3.401066970843708503e+01,2.852164352635213618e-01
6.000000000000000000e+02,3.996652369011819701e+02,4.086827335307648923e+02,3.303797002885128364e+01,3.347630988180299028e-01
6.010000000000000000e+02,3.997474865029436160e+02,4.090128879827331616e+02,3.322422408826196971e+01,2.525134970563840398e-01
