时间(s),实际响应温度(℃),真实仿真温度(℃),阀门开度(%),误差(℃)
1.513000000000000000e+03,3.997711006662776185e+02,4.047217859524033088e+02,3.730178400292000873e+01,2.288993337223814706e-01
1.514000000000000000e+03,4.002254572676988005e+02,4.043911459786368141e+02,3.774946204696666285e+01,-2.254572676988004787e-01
1.515000000000000000e+03,3.999227513191218577e+02,4.043595736114388615e+02,3.567559855496029542e+01,7.724868087814229511e-02
1.516000000000000000e+03,4.001826019626481639e+02,4.041838540659787213e+02,3.715911996772537407e+01,-1.826019626481638625e-01
1.517000000000000000e+03,4.005220235505483402e+02,4.045839178352565568e+02,3.598509293423698807e+01,-5.220235505483401539e-01
1.518000000000000000e+03,3.996931981381397918e+02,4.043213076705762887e+02,3.460486539296869779e+01,3.068018618602081915e-01
1.519000000000000000e+03,3.996684133804206454e+02,4.044797769752534577e+02,3.844316099402821152e+01,3.315866195793546467e-01
1.520000000000000000e+03,4.001428329601320115e+02,4.048569536107643785e+02,3.828646398847504173e+01,-1.428329601320115216e-01
1.521000000000000000e+03,3.996389098837655069e+02,4.043041031745484588e+02,3.603463978423972236e+01,3.610901162344930526e-01
1.522000000000000000e+03,3.997878427660972989e+02,4.042521813091585159e+02,3.834640719046269908e+01,2.121572339027011367e-01
1.523000000000000000e+03,3.996610224498153912e+02,4.045829667866362911e+02,3.752865367220650938e+01,3.389775501846088446e-01
1.524000000000000000e+03,3.998269835495225948e+02,4.049102306378040339e+02,3.805161520287479959e+01,1.730164504774052148e-01
1.525000000000000000e+03,3.996682144322833210e+02,4.038694941674301049e+02,3.725568338012918446e+01,3.317855677166789974e-01
1.526000000000000000e+03,3.998816107046537240e+02,4.046235580250461794e+02,3.799237083425997952e+01,1.183892953462759579e-01
1.527000000000000000e+03,3.998617882914589359e+02,4.045210906749872493e+02,3.702459733099399131e+01,1.382117085410641266e-01
1.528000000000000000e+03,4.000355264122852645e+02,4.040217328789646558e+02,3.720244013226916024e+01,-3.552641228526454142e-02
1.529000000000000000e+03,3.999894074766344829e+02,4.045597818631571272e+02,3.650476527297697515e+01,1.059252336551708140e-02
1.530000000000000000e+03,3.999824642849078487e+02,4.042610341113175991e+02,3.683747741741387927e+01,1.753571509215134938e-02
1.531000000000000000e+03,4.000190987290365570e+02,4.039039753748390922e+02,3.693611897097108709e+01,-1.909872903655696064e-02
1.532000000000000000e+03,3.995791989217773903e+02,4.040458791684657740e+02,3.682139417737371900e+01,4.208010782226097035e-01
1.533000000000000000e+03,4.002873989566582509e+02,4.044305835848679180e+02,3.878924451963985831e+01,-2.873989566582508814e-01
1.534000000000000000e+03,4.003671379843605678e+02,4.041217943478728216e+02,3.552413141602300328e+01,-3.671379843605677706e-01
1.535000000000000000e+03,4.004475255084721539e+02,4.043701358631320772e+02,3.541175180229087260e+01,-4.475255084721538879e-01
1.536000000000000000e+03,3.994611040553504608e+02,4.045042757922367969e+02,3.525129516546353869e+01,5.388959446495391603e-01
1.537000000000000000e+03,4.005115776787266668e+02,4.047776019064939987e+02,3.970711956676206711e+01,-5.115776787266668180e-01
1.538000000000000000e+03,3.998618049481519847e+02,4.043764709865328655e+02,3.474123897870515520e+01,1.381950518480152823e-01
1.539000000000000000e+03,4.000220549947453037e+02,4.040242405348588477e+02,3.783344461951785576e+01,-2.205499474530370208e-02
1.540000000000000000e+03,4.002836616613885781e+02,4.043787904517406560e+02,3.698074443562578750e+01,-2.836616613885780680e-01
1.541000000000000000e+03,3.999538885481923103e+02,4.050162516797990975e+02,3.581561649868417163e+01,4.611145180768971841e-02
1.542000000000000000e+03,4.003075680721962044e+02,4.050002612484366296e+02,3.736099691165414782e+01,-3.075680721962044117e-01
1.543000000000000000e+03,3.998701977850793128e+02,4.043207148241259574e+02,3.572292960123485273e+01,1.298022149206872200e-01
1.544000000000000000e+03,4.000712963509725455e+02,4.043675261350994674e+02,3.773471692814990774e+01,-7.129635097254549692e-02
1.545000000000000000e+03,3.997475634739328143e+02,4.047030605828649072e+02,3.670719659120135248e+01,2.524365260671856959e-01
1.546000000000000000e+03,3.999093258774988158e+02,4.047902697232432843e+02,3.811567887690161882e+01,9.067412250118422889e-02
1.547000000000000000e+03,4.000104320966548244e+02,4.043566970584738556e+02,3.724947531826334313e+01,-1.043209665482436321e-02
1.548000000000000000e+03,4.002311935509276282e+02,4.044081138052851543e+02,3.678517957590304377e+01,-2.311935509276281664e-01
1.549000000000000000e+03,4.002782168289930951e+02,4.045943176027807908e+02,3.585893451802749610e+01,-2.782168289930950777e-01
1.550000000000000000e+03,3.995886221823594155e+02,4.043303502326023136e+02,3.578494715020023875e+01,4.113778176405844533e-01
1.551000000000000000e+03,4.002332609417896947e+02,4.044664094091515381e+02,3.889542794440290407e+01,-2.332609417896946979e-01
1.552000000000000000e+03,3.996680416209381406e+02,4.047335180884571741e+02,3.581347703897542090e+01,3.319583790618594321e-01
1.553000000000000000e+03,4.002035739527592000e+02,4.051259462435151022e+02,3.841634002332704512e+01,-2.035739527591999831e-01
1.554000000000000000e+03,4.000927338714191137e+02,4.048611509829071338e+02,3.589616563555859585e+01,-9.273387141911371145e-02
1.555000000000000000e+03,3.997239580379286394e+02,4.046154382508543108e+02,3.652216743859519710e+01,2.760419620713605582e-01
1.556000000000000000e+03,4.000817003049237428e+02,4.046537811545391037e+02,3.816745282089158309e+01,-8.170030492374280584e-02
1.557000000000000000e+03,4.001336498992109227e+02,4.041457460333473932e+02,3.645245523283323763e+01,-1.336498992109227402e-01
1.558000000000000000e+03,4.002562585210405928e+02,4.040915516118926121e+02,3.630172289662124996e+01,-2.562585210405927683e-01
1.559000000000000000e+03,4.003657345077346577e+02,4.046625695370826179e+02,3.584146716183458636e+01,-3.657345077346576545e-01
1.560000000000000000e+03,3.999547606675867542e+02,4.046555696688322996e+02,3.546906838746686930e+01,4.523933241324584742e-02
1.561000000000000000e+03,3.995531708666725308e+02,4.041907684378129488e+02,3.737537528407670351e+01,4.468291333274692079e-01
1.562000000000000000e+03,4.004884667070135151e+02,4.045314151172320862e+02,3.899233834582491909e+01,-4.884667070135151334e-01
1.563000000000000000e+03,4.008272389910293896e+02,4.044965056652777662e+02,3.462971990543353229e+01,-8.272389910293895809e-01
1.564000000000000000e+03,4.004146432161612097e+02,4.049500162941289432e+02,3.342314042070968583e+01,-4.146432161612096934e-01
1.565000000000000000e+03,3.998207352025153227e+02,4.045034287171288270e+02,3.555211916363080604e+01,1.792647974846772740e-01
1.566000000000000000e+03,4.005986032306951756e+02,4.046030288440570644e+02,3.813685573387230221e+01,-5.986032306951756254e-01
1.567000000000000000e+03,4.001066303699069522e+02,4.047124101964369061e+02,3.443786879455336702e+01,-1.066303699069521826e-01
1.568000000000000000e+03,3.997840383842063261e+02,4.048007232149693664e+02,3.674961324755703629e+01,2.159616157936739000e-01
1.569000000000000000e+03,4.001097594854258546e+02,4.049408373420695852e+02,3.800928316880600732e+01,-1.097594854258545638e-01
1.570000000000000000e+03,4.003091107726051519e+02,4.044900625760569142e+02,3.632648950789318576e+01,-3.091107726051518512e-01
1.571000000000000000e+03,3.995193449450817980e+02,4.050172700054433790e+02,3.543979713012823396e+01,4.806550549182020404e-01
1.572000000000000000e+03,3.996752495548422530e+02,4.047030289236902263e+02,3.896174152152224224e+01,3.247504451577469808e-01
1.573000000000000000e+03,4.002785629952394970e+02,4.045208456512953035e+02,3.794341091716779601e+01,-2.785629952394970132e-01
1.574000000000000000e+03,3.997538898673886365e+02,4.044199431635560131e+02,3.517264610786825330e+01,2.461101326113634968e-01
1.575000000000000000e+03,3.999539019670833682e+02,4.042804508192344315e+02,3.766665398468319381e+01,4.609803291663183700e-02
1.576000000000000000e+03,3.999459272072843419e+02,4.043894148121957528e+02,3.667432502600955502e+01,5.407279271565812451e-02
1.577000000000000000e+03,3.998034786133112561e+02,4.046416642291175663e+02,3.673216793904988009e+01,1.965213866887438598e-01
1.578000000000000000e+03,3.997114305914620900e+02,4.041934433822368646e+02,3.736764109230277597e+01,2.885694085379100216e-01
1.579000000000000000e+03,4.001511423505789935e+02,4.042523350723450903e+02,3.771302061380687576e+01,-1.511423505789935007e-01
1.580000000000000000e+03,4.001757252304642520e+02,4.045439264799755392e+02,3.572136993289013418e+01,-1.757252304642520357e-01
1.581000000000000000e+03,4.004887262216682302e+02,4.043188088299972378e+02,3.578643534285900074e+01,-4.887262216682302096e-01
1.582000000000000000e+03,3.998017057494341771e+02,4.041167895629257600e+02,3.454731670619387529e+01,1.982942505658229493e-01
1.583000000000000000e+03,4.000180401526174023e+02,4.042666810668354174e+02,3.777309988730993240e+01,-1.804015261740232745e-02
1.584000000000000000e+03,4.004124259818677274e+02,4.049463473871148835e+02,3.663882772737819948e+01,-4.124259818677273870e-01
1.585000000000000000e+03,3.996686626614276179e+02,4.048834645928161535e+02,3.489853152118681834e+01,3.313373385723821229e-01
1.586000000000000000e+03,3.997213408286098684e+02,4.041917067961936709e+02,3.831552237429765739e+01,2.786591713901316325e-01
1.587000000000000000e+03,4.000092683636499373e+02,4.040347569068320013e+02,3.783162771508513345e+01,-9.268363649937327864e-03
1.588000000000000000e+03,4.000420805226272023e+02,4.045416139560365991e+02,3.643862368089078529e+01,-4.208052262720229919e-02
1.589000000000000000e+03,3.996048344096171263e+02,4.045712599119504489e+02,3.635021183147912183e+01,3.951655903828736882e-01
1.590000000000000000e+03,3.998851390999273008e+02,4.044092239934386157e+02,3.831019638813118178e+01,1.148609000726992235e-01
1.591000000000000000e+03,3.999602550850150919e+02,4.045642845860557486e+02,3.691352131229384526e+01,3.974491498490806407e-02
1.592000000000000000e+03,3.997072679811511193e+02,4.041562688308420661e+02,3.661643562978341038e+01,2.927320188488806707e-01
1.593000000000000000e+03,4.000433539490142039e+02,4.043753453293378470e+02,3.778204355889378974e+01,-4.335394901420386304e-02
1.594000000000000000e+03,3.999311113201913486e+02,4.044389501211855418e+02,3.624072520099106498e+01,6.888867980865143181e-02
1.595000000000000000e+03,3.996476537752351987e+02,4.045822733855218871e+02,3.685169090704706463e+01,3.523462247648012635e-01
1.596000000000000000e+03,4.000849391674210551e+02,4.040349306481787153e+02,3.811675616755275087e+01,-8.493916742105511730e-02
1.597000000000000000e+03,3.996363002063848171e+02,4.049372820287642298e+02,3.609750801363053085e+01,3.636997936151828981e-01
1.598000000000000000e+03,4.006307691389394563e+02,4.047998806373007596e+02,3.820079798650141356e+01,-6.307691389394562975e-01
1.599000000000000000e+03,3.998572825101098260e+02,4.044739721979946125e+02,3.374852075134031537e+01,1.427174898901739653e-01
1.600000000000000000e+03,4.001642075162367291e+02,4.039347249660859234e+02,3.753386952992708814e+01,-1.642075162367291341e-01
1.601000000000000000e+03,4.001676808567606258e+02,4.038974093983503622e+02,3.608444300112030589e+01,-1.676808567606258293e-01
1.602000000000000000e+03,3.998642299232135997e+02,4.042192836461973684e+02,3.614541645206147535e+01,1.357700767864002955e-01
1.603000000000000000e+03,4.001763774092713675e+02,4.047894131710658030e+02,3.751597848162898430e+01,-1.763774092713674690e-01
1.604000000000000000e+03,3.999397219470167215e+02,4.043353615098472460e+02,3.603484816164687743e+01,6.027805298327848504e-02
1.605000000000000000e+03,3.997313166588008357e+02,4.045373300423276532e+02,3.713871720128307885e+01,2.686833411991642606e-01
1.606000000000000000e+03,3.998836883417274635e+02,4.040893325111204604e+02,3.797606617703903709e+01,1.163116582725365333e-01
1.607000000000000000e+03,4.000589321733127690e+02,4.039288059728306166e+02,3.716437531069830413e+01,-5.893217331276900950e-02
1.608000000000000000e+03,3.997863234506667141e+02,4.044727380138247668e+02,3.638256145335018488e+01,2.136765493332859478e-01
1.609000000000000000e+03,4.001412141158478448e+02,4.042499628576541113e+02,3.764819271455877470e+01,-1.412141158478448233e-01
1.610000000000000000e+03,4.001684799195508049e+02,4.045203672511538002e+02,3.602112447050406985e+01,-1.684799195508048797e-01
1.611000000000000000e+03,3.998156643664787566e+02,4.043617479703432878e+02,3.602666943308102532e+01,1.843356335212433805e-01
1.612000000000000000e+03,4.003507084669988103e+02,4.051714957598348406e+02,3.765874994945835397e+01,-3.507084669988103087e-01
1.613000000000000000e+03,4.003913572907903244e+02,4.046021246659526582e+02,3.521443651082613968e+01,-3.913572907903244413e-01
1.614000000000000000e+03,3.999896480795382558e+02,4.042202577207379477e+02,3.522465493096461131e+01,1.035192046174415736e-02
1.615000000000000000e+03,3.997926842174690591e+02,4.042053360901830956e+02,3.711098656353382097e+01,2.073157825309408508e-01
